debut application;fin application;mise a jour;status;cause;titre du message;corps du message;type objet;code objet référentiel IdFM
2020-08-01T02:00:00+02:00;2022-01-01T00:59:00+01:00;2020-07-27T20:05:05+02:00;active;perturbation;Lignes 615 & 617 - Du 1er août 2020 au 31 déc 2021;<p>En raison de travaux de demolition, les arrets « Poisson », « Saturne », «<br>Matisse » et « Delacroix » en direction de Bobigny Pablo Picasso (615) et Gare<br>d'Aulnay-Sous-Bois (617) ne seront pas desservis :<br>Du Samedi 1er Aout 2020 au Vendredi 31 Decembre 2021.<br>Veuillez-vous reporter aux arrets provisoires situes Avenue Raoul Dufy et «<br>Botticelli » de la ligne 45.<br>Nous vous rappelons que le port du masque est obligatoire aux arrets et a bord<br>des vehicules.<br>Merci de votre comprehension.<a href='https://www.transdev-idf.com/horaire-ligne-615-seine-saint-denis_293'>En savoir plus sur cette information.</a></p>;line;C01585
2021-12-11T23:30:00+01:00;2021-12-12T03:00:00+01:00;2021-11-11T22:00:03+01:00;future;travaux;Ligne P : Paris Est - Coulommiers du 4 au 12/12;"<p>Période : de 22h36 vers Paris et 23h29 vers Coulommiers<br>Dates : les week-ends du 4/5 et 11/12 décembre  <br>Le trafic est interrompu entre Paris Est et Coulommiers.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://transilien.com/sites/transilien/files/2021-11/20211204-p-pariscoulommiers-4-5-11et12decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>";line;C01730
2020-11-27T17:20:00+01:00;2022-01-01T00:00:00+01:00;2021-02-04T16:20:18+01:00;active;travaux;Ligne 34 - A partir du mardi 1er décembre 2020 -  Arrêt Chaville Rive Droite déplacé;"<p>Suite à des travaux, l'arrêt Chaville Gare Rive Droite est déplacé pour une durée indéterminée au niveau des arrêts des lignes 32 et 33.</p><p><a href=""https://www.phebus.tm.fr/fileadmin/Sites/Phebus/SE_DEPLACER/Affiches_deviations/Ligne_34_-_deplacement_arret_Chaville_rive_droite_-_decembre_2020.pdf"" target=""_blank"">Pour ouvrir le plan de déviation : cliquez ici</a><br></p>";line;C01805
2021-12-05T05:00:00+01:00;2021-12-06T03:30:00+01:00;2021-11-25T12:35:06+01:00;future;travaux;Ligne D : Stade de France - Creil 4 et 5 décembre;"<p>Période : toute la journée  <br>Dates : samedi 5 et dimanche 5 décembre  <br>Le trafic est interrompu entre Stade de France et Creil.<br>Il y a également moins de trains entre Stade de France et Paris Gare de Lyon.<br>Un service de bus de remplacement est mis en place : <br>- Bus au départ de Stade de France toute la journée pour Garges et Survilliers.<br>- Bus au départ de Louvres toute la journée pour Orry.<br>- Bus au départ de Orry pour Creil.<br>- À partir de 22h00, les bus à destination de Orry et Creil sont au départ de Stade de France.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-11/20211204-d-25%20PN%202021%20SFD%20GOU%20CL%20WE%20S48.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01728
2021-10-23T02:00:00+02:00;2022-01-10T00:59:00+01:00;2021-10-20T12:30:42+02:00;active;perturbation;MLV - L37 marché Orly Parc samedis jusqu'au 9-1-22;"<p><div class=""fckcontainer""><p>En raison de l&rsquo";line;C00633
2022-01-08T00:35:00+01:00;2022-01-08T04:00:00+01:00;2021-11-25T13:30:02+01:00;future;travaux;Ligne H : Paris Nord - Pontoise 03-31/01;<p>Période : en soirée  <br>Dates : du lundi 03 au lundi 31 janvier 2022<br>Le trafic est interrompu entre Paris Gare du Nord et Pontoise.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01737
2021-11-29T01:00:00+01:00;2021-12-04T00:59:00+01:00;2021-11-25T17:55:01+01:00;active;perturbation;Réseau SIYONNE - Ligne E - Perturbation;"<p><div class=""fckcontainer""><br><p><u>Du 29 Novembre 2021 au 03 D&eacute";line;C01440
2018-11-23T01:00:00+01:00;2022-01-01T00:59:00+01:00;2021-09-01T15:39:25+02:00;active;travaux;Travaux Tram 12 Express - Ligne 401;<p>En raison des travaux du Tram 12 Express, l'arrêt Paul Delouvrier n'est pas desservi du 12 juin 2018 jusqu'à la fin des travaux. Merci de vous reporter aux arrêts Mgr Roméro ou Gare d'Evry-Courcouronnes Centre. La ligne 401 dessert les arrêts Avenue du Lac et Bois Briard.</p>;line;C01616
2021-12-06T23:50:00+01:00;2021-12-07T03:30:00+01:00;2021-11-24T18:25:00+01:00;future;travaux;Ligne D : Paris Nord - Paris Lyon du 6 au 10/12;<p>Période : à partir de 22h50<br>Dates : du lundi 6 au vendredi 10 décembre.<br>Le trafic est interrompu entre Paris Gare du Nord et Paris Gare de Lyon.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>;line;C01728
2021-09-02T02:00:00+02:00;2022-08-01T02:00:00+02:00;2021-08-31T14:35:07+02:00;active;perturbation;Nouveauté réseau;"<p><div class=""fckcontainer""><p>&nbsp";line;C00959
2021-11-29T21:40:00+01:00;2021-11-30T02:30:00+01:00;2021-09-27T23:00:03+02:00;future;travaux;Ligne H : Pontoise - Creil 01-30/11;<p>Période : à partir de 20h40 jusqu'en fin de soirée<br>Dates : du lundi 1er au vendredi 30 novembre 2021 sauf les samedis et dimanches  <br>Le trafic est interrompu entre Pontoise et Creil.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01737
2022-01-06T00:35:00+01:00;2022-01-06T04:00:00+01:00;2021-11-25T13:45:04+01:00;future;travaux;Ligne H : Paris Nord - Luzarches 03-31/01;<p>Période : en soirée<br>Dates : du lundi 03 au lundi 31 janvier 2022<br>Le trafic est interrompu entre Paris Gare du Nord et Luzarches.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>;line;C01737
2021-11-08T06:00:00+01:00;2022-11-13T21:00:00+01:00;2021-10-18T19:00:29+02:00;active;perturbation;Ligne 12 - Travaux Rue de Marolles;"<p><div class=""fckcontainer""><p>&nbsp";line;C00548
2021-01-29T12:30:00+01:00;2022-12-31T14:30:00+01:00;2021-01-29T12:45:42+01:00;active;travaux;Keolis CIF BUS 14,1 et 49 : arrêt LES QUATRE VENTS à Viarmes non desservi;"<p> À partir du lundi 01 Février 2021 jusqu’à fin des travaux</p><p> </p><p>En raison de travaux de canalisation, l’arrêt les quatre vents à Viarmes ne sera pas desservi en direction de Noisy-sur-Oise et Asnières-sur-Oise.</p><p> </p><p>Veuillez-vous reporter à l’arrêt provisoire situé à l’angle de la ruelle des Quatre Vents et de la rue Pierre et Marie Curie.</p><p> </p><p>Nous vous prions de bien vouloir nous excuser pour la gêne occasionnée. </p><p><a href=""https://www.keolis-cif.com/se-deplacer/voir-toutes-les-infos-trafic/details-de-linfo-trafic/trafic/main/Alerte/arret-les-quatre-vents-a-viarmes-non-desservi/"" target=""_blank"">en savoir plus</a><br></p>";line;C02033
2021-11-29T01:00:00+01:00;2021-12-04T00:59:00+01:00;2021-11-26T11:35:05+01:00;active;perturbation;Réseau Fontainebleau - Tx Bois le Roi (2);"<p><div class=""fckcontainer""><p><span style=""text-decoration-line: underline";line;C02258
2022-01-23T00:00:00+01:00;2022-01-23T13:00:00+01:00;2021-11-25T18:10:02+01:00;future;travaux;Ligne D: Paris Lyon-Paris Nord 22/23 et 29/30 janv;<p>Période : du samedi 23h au dimanche 12h.<br>Dates :<br> du samedi 22 au dimanche 23 janvier  <br>du samedi 29 au dimanche 30 janvier<br>Le trafic est interrompu entre Paris Gare de Lyon et Paris Gare du Nord.<br>.<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>;line;C01728
2021-09-06T02:01:00+02:00;2023-01-01T00:59:00+01:00;2021-10-04T18:23:47+02:00;active;travaux;Gare de Vernouillet-Verneuil - Travaux;<p>En raison de travaux, rue Clère, à Verneuil-sur-Seine, le sens de circulation de la Place Charles de Gaulle est inversé.</p><p>En conséquence, l’attribution des quais en gare de Vernouillet-Verneuil est modifié</p><p><p></p></p><p>du 6 septembre 2021 jusqu’à la fin des travaux.</p>;line;C00646
2021-10-18T02:00:00+02:00;2021-12-01T01:00:00+01:00;2021-10-12T12:41:10+02:00;active;travaux;Perturbations sur la ligne 30-05 du 18 octobre 2021 jusqu'à nouvel ordre;<p>Nous informons notre aimable clientèle qu'en raison de travaux, votre ligne sera déviée.</p><p>L’arrêt « Fauvettes » ne sera pas desservi, l’arrêt « Edouard Imbs » sera reporté provisoirement au 39 rue Charles Fourier, et l’arrêt « Les Ecrivains » sera reporté provisoirement à l’arrêt « Collège Louis Hayet » en commun avec la ligne 3, à partir du 18 octobre 2021 jusqu’à nouvel ordre.</p><p>Ces arrêts sont reportés uniquement en direction des « gare de Sartrouville ».</p><p>Des retards sont à prévoir, merci de votre compréhension.</p>;line;C00437
2021-11-08T16:50:00+01:00;2021-12-01T00:59:00+01:00;2021-11-02T16:50:05+01:00;active;perturbation;MLV-Ligne 14- modification horaire à/p 08/11/2021;"<p><div class=""fckcontainer""><p>Suite &agrave";line;C00911
2021-11-26T22:00:00+01:00;2021-11-27T03:00:00+01:00;2021-11-25T16:15:06+01:00;future;travaux;Ligne P : Paris Est - Château-Thierry du 1/11-3/12;"<p>Période : de 22h00 jusqu'à fin de service<br>Dates : du lundi 1er novembre au vendredi 3 décembre.<br>Le trafic est interrompu entre Paris Est et Château-Thierry.<br>En conséquence, un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/ sentinelle-20211110-p-chateau-jsq3dec.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01730
2021-11-17T00:00:00+01:00;2021-11-17T04:00:00+01:00;2021-10-15T14:25:23+02:00;future;travaux;Ligne N : Paris Montp.-Plaisir Grignon 01/11-03/12;"<p>Période : en fin de soirée.<br>Dates : du lundi 1er novembre au vendredi 03 décembre, sauf les samedis et les dimanches<br>Le trafic est interrompu entre Paris Montparnasse et Plaisir - Grignon.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/2021-09/20211101-N-%202021%20%20-%20%20511%20%20A%20%C3%A0%20C%20-%20%20PG%20-%20%20v1.pdf "" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux.</p>";line;C01736
2021-12-13T01:15:00+01:00;2021-12-13T04:00:00+01:00;2021-10-26T12:25:01+02:00;future;travaux;Ligne N : Paris Mon.-Plaisir Grignon du 6 au 24/12;"<p>Période : à partir de 0h15, jusqu'en fin de soirée, du lundi au vendredi  <br>Dates : du lundi 6 au  vendredi 24 décembre<br>Le trafic est interrompu entre Paris Montparnasse et Plaisir - Grignon.<br>Un service de bus de remplacement est mis en place, avec desserte des gares intermédiaires.<br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211206-n-parismpplaisirgrignon6au24decembre.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire ne tiennent pas compte des travaux.<br>Motif : travaux.</p>";line;C01736
2021-11-29T01:00:00+01:00;2021-12-11T00:59:00+01:00;2021-11-26T17:05:03+01:00;active;perturbation;ORSAY - L 9-s9;"<p><div class=""fckcontainer""><div><span class=""underline"">Du lundi 29 novembre au vendredi 10 d&eacute";line;C02224
2021-11-08T07:30:00+01:00;2022-07-05T09:30:00+02:00;2021-10-21T19:55:02+02:00;active;perturbation;Modification d'horaires;"<p><div class=""fckcontainer""><p>Mesdames, Messieurs,&nbsp";line;C00138
2021-12-05T05:40:00+01:00;2021-12-06T03:30:00+01:00;2021-11-24T19:45:03+01:00;future;travaux;Ligne C : St-Quentin - Viroflay RG 4 et 5 décembre;"<p>Période : toute la journée<br>Dates : samedi 4 et dimanche 5 décembre  <br>Le trafic est interrompu entre Saint-Quentin en Yvelines - Montigny-le-Bretonneux et Viroflay Rive Gauche.<br>Les trains VICK et CIME circulent entre Invalides et Viroflay Rive Gauche. Les trains de la ligne N (Paris Montparnasse) circulent entre Viroflay Rive Gauche et St-Quentin en Yvelines.<br><a href=""https://transilien.com/sites/transilien/files/2021-11/20211204-c-viroflayrgsqy-du4au5decembre2021.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de rénovation des quais du centre de maintenance des rames de Trappes <br>.</p>";line;C01727
2020-02-03T09:40:00+01:00;2022-01-01T00:59:00+01:00;2021-09-01T15:38:36+02:00;active;travaux;Travaux à Ris-Orangis;<p>L'arrêt Joliot Curie ne sera pas desservi du 5 février 2020 jusqu'à la fin des travaux. Merci de vous reporter aux arrêts provisoires ZA Bois de l'Epine (vers Bondoufle) et Joliot Curie (vers Soisy) à l'angle de l'avenue du Front Populaire</p>;line;C01618
2021-11-05T11:30:00+01:00;2022-01-31T21:00:00+01:00;2021-11-05T11:32:20+01:00;active;travaux;Ligne 35 - du 8 nov 2021 au 31 janv 2022 - Arrêt Ursine supprimé;"<p>Suite à des travaux, l'arrêt Ursine ne peut plus être desservi.</p><p>Nous vous remercions de vous reporter à l'arrêt Jean Jaurès.</p><p><a href=""https://www.phebus.tm.fr/fileadmin/Sites/Phebus/SE_DEPLACER/Affiches_deviations/Ligne_35_-_du_8_nov_2021_au_31_janvier_2022_-_Ursine_non_desservi.pdf"" target=""_blank"">Cliquez ici pour ouvrir le plan de déviation</a></p><p> </p>";line;C00039
2021-08-16T20:00:00+02:00;2022-05-15T22:00:00+02:00;2021-08-06T20:06:45+02:00;active;perturbation;PERTURBATION LIGNE 51;<p>DU 23 AOUT 2021 AU 15 MAI 2022</p><p>(Date de fin théorique)</p><p>En raison d’importants travaux sur l’avenue du Général de Gaulle à Saint-Cyr-l’Ecole, nous vous informons que l’itinéraire de la ligne sera modifié.</p><p>Les arrêts « JB Lully », « Le Clos Saint-Cyr » et « Aérodrome » inclus ne seront pas desservis.</p><p>L’arrêt « Charles Renard » en direction du Chesnay sera déplacé de 20 mètres.</p><p><p></p></p><p>Merci de vous reporter aux arrêts « Colonel Arnaud Beltrame », « Georges Marie Guynemer », « Geneviève de Galard » et à l’arrêt Provisoire (voir plan ci-dessous).</p>;line;C01873
2021-09-15T10:00:00+02:00;2021-12-31T19:00:00+01:00;2021-09-15T13:50:04+02:00;active;perturbation;DEVIATION LIGNE 04 DU 15 SEPTEMBRE AU 31 DECEMBRE;"<p><div class=""fckcontainer"">DU 15 SEPTEMBRE AU 31 DECEMBRE 2021 de 8h00 A 18H00<br>En raison de travaux rue de Corbeil et à la fermeture de celle-ci une déviation sera mise en place. Les arrêts suivants ne seront pas desservis : <br>« Rue des Chèvres » et « Réservoir » <br>Un arrêt provisoire  sera mise en place Route du Golf de Villeray.<br>Nous vous prions de bien vouloir nous excuser de la gêne occasionnée.</div><a href='https://www.transdev-idf.com/horaire-ligne-04-senart_519'>En savoir plus sur cette information.</a></p>";line;C00844
2021-10-25T23:30:00+02:00;2021-10-26T15:30:00+02:00;2021-10-21T12:58:39+02:00;future;travaux;Ligne H : Paris Nord - Luzarches 25/10 - 3/12;"<p>Dates : du lundi 25 octobre au vendredi 3 décembre sauf week-ends.<br>Les horaires sont modifiés pour le train 125501 (départ Paris 22h04 - arrivée à Luzarches 22h52)<br><a href=""https://transilien.com/sites/transilien/files/2021-09/20211025-h-horairemodifiepourle125501du25octobreau3decembre2021.pdf"" target="""">Pour plus d'informations, cliquez ici pour télécharger l'affiche PDF.</a><br>A partir de 22h00, la circulation des trains est interrompue entre Paris et Luzarches.<br>En conséquence, des bus de substitution sont mis en place. Attention, les bus en direction de Luzarches sont prévus au départ de Bobigny Pablo Picasso (ligne 5 du métro).<br><a href=""https://www.transilien.com/sites/transilien/files/2021-10/20211025-H-%2032%20BUS%20PARIS%20LUZARCHES%202510%20au%200312%20%28002%29.pdf"" target="""">Pour les horaires des bus, cliquez ici pour télécharger l'affiche PDF.</a><br><a href=""https://www.transilien.com/sites/transilien/files/sentinelle-20211025-h-ligneh-25octobreau3decembre-flyer"" target=""""><br>Pour plus d'informations sur ces grands travaux de nuit, cliquez ici pour télécharger l'affiche pdf.</a><br>La circulation des trains est également interrompue sur les lignes B (entre Gare du Nord et Mitry Claye) et D (entre Paris Gare de Lyon et Creil).<br>Les horaires du calculateur d'itinéraire tiennent compte des travaux.<br>Motif : travaux de maintenance.</p>";line;C01737
2020-11-05T13:10:00+01:00;2021-12-31T15:10:00+01:00;2020-11-05T13:16:16+01:00;active;perturbation;perturbation sur la 78 EXPRES;<p>Nous vous informons qu’en raison d’une interdiction de trafic local de la ligne Express 78 sur Mantes-la-Ville :</p><p>La montée est interdite en direction de la gare de Mantes-la-Ville, pour les arrêts Domaine de la Vallée, Mateau et Mairie.</p><p>La descente est interdite en direction de Montigny-le-Bretonneux, pour les arrêts Mairie, Mateau et Centre Commercial.</p><p>Merci de votre compréhension</p>;line;C00426
2021-02-08T05:30:00+01:00;2021-12-31T04:30:00+01:00;2021-02-05T11:20:04+01:00;active;perturbation;Ligne 623 - Du 08 février 2021 jusqu'à fin;"<p><div class=""fckcontainer""><br><p>En raison de travaux d&rsquo";line;C01589
2021-06-11T16:30:00+02:00;2021-12-31T17:30:00+01:00;2021-06-17T17:30:11+02:00;active;travaux;Travaux rue Alphonse Daudet à Draveil - A partir du 11 juin 2021 jusqu'à la fin des travaux;"<p>En raison de travaux rue Alphonse Daudet à Draveil, l’arrêt <u>Parc de Champrosay</u> ne sera pas desservi <b>uniquement </b>en direction de Juvisy</p><p> </p><p><b>A partir du 11 juin 2021 jusqu’à la fin des travaux</b></p><p> </p><p>Nous vous invitons à vous reporter à l’arrêt <u>Parc de Champrosay provisoire</u>, situé à 60m sur la rue Alphonse Daudet.</p><p>Pour plus d'infos: <a href=""https://www.keolis-essonne-valdemarne.com/se-deplacer/info-trafic/details-de-la-perturbation/trafic/main/Alerte/travaux-rue-alphonse-daudet-a-draveil-a-partir-du-11-juin-2021-jusqua-la-fin-des-travaux/"" target=""_blank"">https://www.keolis-essonne-valdemarne.com/se-deplacer/info-trafic/details-de-la-perturbation/trafic/main/Alerte/travaux-rue-alphonse-daudet-a-draveil-a-partir-du-11-juin-2021-jusqua-la-fin-des-travaux/</a></p>";line;C00364
